Team 4	3.636113354205921	3	3.5844155844155843	3.4305555555555554
Team 4	3.636113354205921	3	3.5844155844155843	3.4305555555555554
Team 4	3.636113354205921	3	3.5844155844155843	3.4305555555555554
Team 4	3.636113354205921	3	3.5844155844155843	3.4305555555555554
Team 4	3.636113354205921	3	3.5844155844155843	3.4305555555555554
Team 4	3.636113354205921	3	3.5844155844155843	3.5555555555555554
Team 4	3.636113354205921	3	3.5844155844155843	3.5555555555555554
Team 4	3.636113354205921	3	3.5844155844155843	3.5555555555555554
Team 4	3.636113354205921	4	3.183982683982684	3.5555555555555554
Team 4	3.636113354205921	4	3.5844155844155843	3.5555555555555554
Team 4	3.636113354205921	4	3.5844155844155843	3.5555555555555554
Team 4	3.636113354205921	4	3.5844155844155843	3.7222222222222223
Team 4	3.636113354205921	4	3.5844155844155843	3.7222222222222223
Team 4	3.636113354205921	4	3.5844155844155843	3.7222222222222223
